ID,AGEB,Clee,NUE,RS,SCIAN,NCA,EPO,TV,NV,EV1,NEV1,EV2,NEV2,EV3,NEV3,NEK,LE,E,EP,NI,LI,TAH,NAH,TCC,NCC,NL,CP,CEF,NE,CM,NM,CMZ,NT,CE ,PW,LAT,LON,FiDENUE
3025814,841,19046812110009441000000000U4,ESTETICA NENA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,AÑO INTERNACIONAL DE LA MUJER,CALLE,MARIA CARDENAS,CALLE,PROFESORA E. TORRES MARTINEZ,CALLE,MARÍA B. CERVANTES,NaN,SN,NaN,NaN,NaN,NaN,COLONIA,MUJERES ILUSTRES F.4,NaN,NaN,NaN,66410,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,37,8183021542,NaN,NaN,25.76134163,-100.2629675,2014-12
3025806,841,19046812110008541000000000U2,ESTETICA OPSSION,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,LICENCIADO GUSTAVO DIAZ ORDAZ,CALLE,ADOLFO RUIZ CORTINES,CALLE,LICENCIADO MIGUEL ALEMAN VALDEZ,CALLE,ELISA GARZA,300,NaN,NaN,NaN,NaN,NaN,COLONIA,MEXICO LIND0,NaN,NaN,NaN,66410,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,23,8114040295,NaN,NaN,25.76393127,-100.2671997,2010-07
2975454,856,19046541941000781000000000M8,ESTETICA Y VETERINARIA ACVET,NaN,541941,Servicios veterinarios para mascotas prestados por el sector privado,0 a 5 personas,AVENIDA,MONTES BERNESES,CALLE,NIÑOS HEROES,AVENIDA,HEROES DE MEXICO,CALLE,5 DE MAYO,1305,NaN,CENTRO Y PLAZA COMERCIAL,PLANTA BAJA,NaN,NaN,COLONIA,RESIDENCIAL SAN NICOLAS,CENTRO Y PLAZA COMERCIAL,PLAZA BERNESES,1305,66414,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,42,8115291934,ACVET.CLINICA@GMAIL.COM,NaN,25.75833683,-100.2649117,2014-12
7540839,856,19046812110017371000000000U3,BEAUTIFUL ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,NICEFORO ZAMBRANO,CALLE,LORENZO SEPULVEDA,CALLE,DOCTOR IGNACIO ROEL,CALLE,RAMÓN GAMEZ,113,NaN,NaN,NaN,NaN,NaN,COLONIA,CONSTITUYENTES DEL 17,NaN,NaN,NaN,66410,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,8,8120524571,NaN,NaN,25.76357459,-100.2715955,2019-11
3025747,856,19046812110005391000000000U5,ESTETICA GALA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,LICENCIADO GUSTAVO DIAZ ORDAZ,CALLE,LAZARO CARDENAS,CALLE,VENUSTIANO CARRANZA,AVENIDA,ZACATECAS,0,SN,NaN,NaN,0,NaN,COLONIA,BENITO JUAREZ,NaN,NaN,NaN,66410,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,10,8116240691,GUADALUPE.AVILA.SAENZ@GMAIL.COM,NaN,25.76306107,-100.2675794,2010-07
7540840,856,19046812110017381000000000U2,ESTETICA UNISEX IRENE,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,VICENTE SUAREZ,CALLE,ÁLVARO OBREGON,AVENIDA,ZACATECAS,CALLE,FRANCISCO MÁRQUEZ,NaN,SN,NaN,NaN,NaN,NaN,COLONIA,HEROES DE MEXICO TERCER SECTOR,NaN,NaN,NaN,66415,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,18,NaN,NaN,NaN,25.76238698,-100.2695656,2019-11
7540841,856,19046812110017391000000000U1,ESTETICA UNISEX SIN NOMBRE,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,ZACATECAS,CALLE,FRANCISCO MARQUEZ,CALLE,VICENTE SUAREZ,CALLE,ÁLVARO OBREGÓN,802,NaN,NaN,NaN,NaN,NaN,COLONIA,HEROES DE MEXICO TERCER SECTOR,NaN,NaN,NaN,66415,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,18,8113697197,RUBIESTETICAUNISEX@HOTMAIL.COM,NaN,25.76159742,-100.2701704,2019-11
7540842,856,19046812110017401000000000U8,ESTETICA UNISEX SIN NOMBRE,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,ZACATECAS,CALLE,FRANCISCO MARQUEZ,CALLE,VICENTE SUAREZ,CALLE,ÁLVARO OBREGÓN,806,NaN,NaN,NaN,NaN,NaN,COLONIA,HEROES DE MEXICO TERCER SECTOR,NaN,NaN,NaN,66415,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,18,NaN,NaN,NaN,25.76179511,-100.2700979,2019-11
7540834,856,19046812110017361000000000U4,ESTETICA VLOS BEAUTY & COFFE,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,ADOLFO LOPEZ MATEOS,CALLE,LAZARO CARDENAS,CALLE,VENUSTIANO CARRANZA,CALLE,LICENCIADO GUSTAVO DÍAZ ORDÁZ,0,SN,NaN,NaN,0,NaN,COLONIA,BENITO JUAREZ,NaN,NaN,NaN,66410,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,10,8117926256,NaN,NaN,25.76330838,-100.2697866,2019-11
2975418,856,19046812110012591000000000U1,ESTETICA YULIANA GALVAN,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,HEROES DE MEXICO,CALLE,NIÑOS HEROES,CALLE,BATALLON DE SAN BLAS,CALLE,EMILIO PORTES GIL,NaN,SN,NaN,NaN,NaN,NaN,COLONIA,RESIDENCIAL ROBLE SAN NICOLAS,NaN,NaN,NaN,66415,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,36,NaN,NaN,NaN,25.75959745,-100.2665926,2014-12
8713401,856,19046812110015011000000000U7,FASHION HAIR SALON ESTETICA & BARBER,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,JANITZIO,AVENIDA,ZACATECAS,CALLE,PLUTARCO ELIAS CALLES,CALLE,PIEL CANELA,202,NaN,NaN,NaN,NaN,B,COLONIA,RESIDENCIAL SAN NICOLAS,NaN,NaN,NaN,66414,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,49,8180539390,NaN,NaN,25.75838423,-100.2712999,2019-11
7541246,860,19046812110017951000000000U2,ESTETICA MYFRID,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,ATENAS,CALLE,VICENTE RIVA PALACIO,CALLE,BUDAPEST,AVENIDA,MONTES BERNESES,1241,NaN,NaN,NaN,0,NaN,COLONIA,EL REFUGIO SEGUNDO SECTROR,NaN,NaN,NaN,66430,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,22,NaN,NaN,NaN,25.75979347,-100.2633973,2019-11
3023694,860,19046812110003051000000000U7,ESTETICA UNISEX,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,SENDERO,CALLE,MANUEL DOBLADO,CALLE,GERTRUDIS BOCANEGRA,CALLE,IGNACIO L. VALLARTA,110,NaN,NaN,NaN,0,NaN,COLONIA,MUJERES ILUSTRES,NaN,NaN,NaN,66410,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,3,8188806213,NaN,NaN,25.76295934,-100.2605509,2010-07
3023738,860,19046812110006951000000000U5,ESTETICA UNISEX,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,ESTAMBUL,CALLE,IGNACIO MANUEL ALTAMIRANO,ANDADOR,EL PARQUE,CALLE,JESÚS GONZÁLEZ ORTEGA,1061,NaN,NaN,NaN,0,NaN,COLONIA,EL REFUGIO,NaN,NaN,NaN,66430,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,29,NaN,NaN,NaN,25.75867554,-100.2618335,2010-07
7541185,860,19046812110017841000000000U5,ESTETICA UNIXES,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,IGNACIO L. VALLARTA,CALLE,MANUEL DOBLADO,CALLE,GERTRUDIS BOCANEGRA,CALLE,SENDERO,137,NaN,NaN,NaN,0,NaN,COLONIA,MUJERES ILUSTRES,NaN,NaN,NaN,66410,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,3,NaN,NaN,NaN,25.76200612,-100.2595683,2019-11
7541238,860,19046812110017931000000000U4,ESTETICA Y MAQUILLAJE,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,ATENAS,CALLE,DUBLIN,CALLE,IGNACIO MANUEL ALTAMIRANO,CALLE,DUBLÍN,1342,NaN,NaN,NaN,0,NaN,COLONIA,EL REFUGIO SEGUNDO SECTOR,NaN,NaN,NaN,66430,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,17,8122365710,NaN,NaN,25.76116918,-100.2608651,2019-11
3023747,860,19046812110007991000000000U0,ESTILISTA ESTETICA UNISEX,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,MONTES BERNESES,CALLE,VICENTE RIVA PALACIO,CALLE,BUDAPEST,CALLE,ATENAS,1242,NaN,NaN,NaN,NaN,NaN,COLONIA,EL REFUGIO SEGUNDO SECTROR,NaN,NaN,NaN,66430,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,22,8183020421,NaN,NaN,25.75934258,-100.2641701,2010-07
7540665,875,19046812110017101000000000U4,BACKSTAGE ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,REPUBLICA MEXICANA,CALLE,CERRO TULILLO,CALLE,CERRO PEÑA COLORADA,CALLE,CERRO DEL DIEZMO,314,NaN,NaN,NaN,0,NaN,COLONIA,EL FUNDADOR,NaN,NaN,NaN,66414,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,25,8119079106,LETYPADILLA@HOTMAIL.COM,NaN,25.75708866,-100.2761609,2019-11
3025148,875,19046812110001761000000000U3,ESTETICA ANDREA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,REPUBLICA MEXICANA,CALLE,ABRIL EN PORTUGAL,CALLE,CHAPALA,CALLE,CERRO DEL LABRADOR,514,NaN,NaN,NaN,0,NaN,COLONIA,RESIDENCIAL ROBLE 5TO. SECTOR,NaN,NaN,NaN,66414,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,20,8123609535,DORA_ALANIS@HOTMAIL.COM,NaN,25.75981908,-100.2746447,2010-07
7540727,875,19046812110017211000000000U1,ESTETICA FANNY,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,REPUBLICA MEXICANA,CALLE,GREGORIO ZAMBRANO,CALLE,CARLOS OROZCO ROMERO,CALLE,PENSAMIENTO,1807,NaN,NaN,NaN,0,NaN,COLONIA,RESIDENCIAL ROBLE PRIMER SECTOR,NaN,NaN,NaN,66414,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,8112559018,NaN,NaN,25.76232173,-100.2737867,2019-11
8713290,875,19046812110014901000000000U0,ESTETICA OMI,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,CERRO TULILLO,CALLE,CERRO DEL LABRADOR,AVENIDA,REPUBLICA MEXICANA,CALLE,CERRO DEL DIAMANTE,0,SN,NaN,NaN,0,NaN,COLONIA,EL FUNDADOR,NaN,NaN,NaN,66414,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,24,8131173714,NaN,NaN,25.75856458,-100.2753386,2019-11
7541353,875,19046812110018081000000000U7,ESTETICA SIN NOMBRE,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,LA PALOMA,CALLE,PENSAMIENTO,CALLE,ALMA LLANERA,CALLE,LA CUMPARCITA,428,NaN,NaN,NaN,0,NaN,COLONIA,RESIDENCIAL ROBLE 1 SECTOR,NaN,NaN,NaN,66414,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,5,NaN,NaN,NaN,25.76127245,-100.2767018,2019-11
2975162,894,19046812110013301000000000U4,ESTETICA D PATTY,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,SANTA CECILIA,CALLE,SAN CARLOS,CALLE,ANGELITOS NEGROS,CALLE,SANTA MÓNICA,121,NaN,NaN,NaN,0,NaN,COLONIA,SAN ISIDRO 2 SECTOR,NaN,NaN,NaN,66430,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,41,NaN,NaN,NaN,25.75906956,-100.284698,2014-12
3024242,894,19046812110009421000000000U6,ESTETICA ELISA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,MORENITA MIA,CALLE,MACARENA,CALLE,SANTA CECILIA,CALLE,SAN CARLOS,320,NaN,NaN,NaN,0,NaN,COLONIA,SAN ISIDRO 2 SECTOR,NaN,NaN,NaN,66430,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,32,8181359732,NaN,NaN,25.76005166,-100.285509,2010-07
8369601,894,19046812110020561000000000U4,ESTETICA HOLLYWOOD,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,SANTO DOMINGO,CALLEJON,NINGUNO,CALLE,CARDENAL MERCIER,CALLE,ANTIGUO CAMINO A SANTO DOMINGO,816,NaN,NaN,NaN,NaN,NaN,COLONIA,SANTA MARIA,NaN,NaN,NaN,66430,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,29,NaN,NaN,NaN,25.75515328,-100.2821623,2019-11
3023828,907,19046812110005241000000000U2,ESTETICA LUPITA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,GOLONDRINA,CALLE,PALOMAS,CALLE,CARDENALES,CALLE,GAVIOTAS,1403,A,NaN,NaN,NaN,NaN,COLONIA,VALLE DE SANTO DOMINGO 1 SECTOR,NaN,NaN,NaN,66438,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,31,8183824073,NaN,NaN,25.75267363,-100.2632093,2010-07
3023781,907,19046812110006301000000000U3,ESTETICA VERO,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,CALLE DEL CONVENTO,ANDADOR,NINGUNO,CALLE,IGNACIO MANUEL ALTAMIRANO,CALLE,RUISEÑORES,1208,NaN,NaN,NaN,NaN,NaN,COLONIA,VALLE DE LAS FLORES 2 SECTOR,NaN,NaN,NaN,66438,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,9,8183132090,NaN,NaN,25.7568808,-100.2636136,2010-07
3023809,907,19046812110002771000000000U1,ESTETICA VIDAL,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,MONTES BERNESES,AVENIDA,AVENIDA DEL JARDIN,OTRO (ESPECIFIQUE),NINGUNO,CALLE,CALLE DEL COLEGIO,1072,NaN,NaN,NaN,NaN,NaN,COLONIA,VALLE DE LAS FLORES 2 SECTOR,NaN,NaN,NaN,66438,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,22,NaN,NaN,NaN,25.75542979,-100.2664337,2010-07
2975521,926,19046812110005911000000000U0,AVRIL ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,VICENTE GUERRERO,CALLE,RIO BALSAS,CALLE,PLAZA DE IZUCAR,CALLE,TIXTLA,532,A,NaN,NaN,NaN,NaN,COLONIA,VICENTE GUERRERO,NaN,NaN,NaN,66437,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,29,NaN,NaN,NaN,25.75611492,-100.2527342,2014-12
8633190,926,19046812110018561000000000U8,ESTETICA ANGEL DE LUNA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,VICENTE GUERRERO,CALLE,RIO BALSAS,CALLE,PLAZA DE IZUCAR,CALLE,TIXTLA,NaN,SN,NaN,NaN,NaN,NaN,COLONIA,VICENTE GUERRERO,NaN,NaN,NaN,66437,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,29,NaN,NaN,NaN,25.75674499,-100.2534438,2019-11
3023171,926,19046812110003461000000000U8,ESTETICA ANGYÉ,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,ANTIGUO CAMINO AL MEZQUITAL,CALLE,SENDERO MUNICIPAL,CALLE,GUADALUPE VICTORIA,CALLE,TEHUANTEPEC,302,NaN,NaN,NaN,NaN,NaN,COLONIA,VICENTE GUERRERON 4 SECTOR,NaN,NaN,NaN,64437,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,46,8115026269,NaN,NaN,25.75630107,-100.2487212,2010-07
2975491,926,19046812110010181000000000U3,ESTETICA ANNY,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,6,CALLE,CRETA,PRIVADA,OAXACA,CALLE,PLAZA DE IZÚCAR,113,SN,NaN,NaN,NaN,NaN,COLONIA,VICENTE GUERRERO,NaN,NaN,NaN,66437,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,34,NaN,NaN,NaN,25.75436978,-100.2532853,2014-12
3023239,926,19046812110002391000000000U8,ESTETICA ANTONY,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,VICENTE GUERRERO,CALLE,RIO BALSAS,CALLE,PLAZA DE IZUCAR,CALLE,TIXTLA,524,A,NaN,NaN,NaN,NaN,COLONIA,VICENTE GUERRERO,NaN,NaN,NaN,66437,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,29,NaN,NaN,NaN,25.75621777,-100.25285,2010-07
3023201,926,19046812110000731000000000U7,ESTETICA CAND ISALON,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,ANTIGUO CAMINO AL MEZQUITAL,CALLE,TIXTLA,CALLE,5,PRIVADA,JUCHITAN,NaN,SN,NaN,NaN,NaN,NaN,COLONIA,VICENTE GUERRERO,NaN,NaN,NaN,66437,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,47,NaN,NaN,NaN,25.75409597,-100.2511846,2010-07
8633140,926,19046812110018521000000000U2,ESTETICA EDDANKA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,TEHUANTEPEC,CALLE,SENDERO MUNICIPAL,CALLE,GUADALUPE VICTORIA,CALLE,GUADALUPE VICTORIA,353,A,NaN,NaN,NaN,NaN,COLONIA,VICENTE GUERRERON 4 SECTOR,NaN,NaN,NaN,64437,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,46,8121783164,NaN,NaN,25.75562518,-100.2500284,2019-11
2975466,926,19046812110010731000000000U5,ESTETICA MARLEN,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,OAXACA,AVENIDA,VICENTE GUERRERO,CALLE,GUADALUPE VICTORIA,CALLE,PLAZA DE IZÚCAR,NaN,SN,NaN,NaN,NaN,NaN,COLONIA,VICENTE GUERRERO,NaN,NaN,NaN,66437,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,21,NaN,NaN,NaN,25.75584822,-100.2516538,2014-12
8713561,926,19046812110015051000000000U3,ESTETICA SIN NOMBRE,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,PUERTO ANGEL,CALLE,RIO TACACHI,CALLE,RIO BALSAS,CALLE,CHILPANCINGO,420,NaN,NaN,NaN,NaN,NaN,COLONIA,VICENTE GUERRERO,NaN,NaN,NaN,66437,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,13,NaN,NaN,NaN,25.75853677,-100.2546481,2019-11
8829626,926,19046812110016651000000000U9,ESTETICA SIN NOMBRE,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,CONSTITUCION FEDERAL,AVENIDA,VICENTE GUERRERO,PRIVADA,OAXACA,CALLE,OAXACA,NaN,SN,NaN,NaN,NaN,NaN,COLONIA,VICENTE GUERRERO,NaN,NaN,NaN,66437,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,32,8125675261,NaN,NaN,25.75506899,-100.2519087,2019-11
2975573,926,19046812110010431000000000U2,ESTETICA UNISEX YEYA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,CHILPANCINGO DE LOS BRAVO,AVENIDA,VICENTE GUERRERO,CALLE,GUADALUPE VICTORIA,CALLE,PLAZA DE IZÚCAR,600,NaN,NaN,NaN,NaN,NaN,COLONIA,VICENTE GUERRERO (FOMERREY 46),NaN,NaN,NaN,66437,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,20,NaN,NaN,NaN,25.75619896,-100.2523421,2014-12
2937316,930,19046812110004721000000000U4,ESTETICA EUGENIA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,NAVARRA,CALLE,3,CALLE,CATALUÑA,CALLE,8,215,NaN,NaN,NaN,0,NaN,COLONIA,ITURBIDE,NaN,NaN,NaN,66420,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,18,NaN,NaN,NaN,25.75496473,-100.3002151,2010-07
7334816,930,19046812110019081000000000U6,ESTETICA SIN NOMBRE,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,9,CALLE,8,CALLE,16,CALLE,CATALUÑA,606,NaN,NaN,NaN,0,NaN,COLONIA,VILLAZUL,NaN,NaN,NaN,66220,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,14,8110395929,NaN,NaN,25.7556283,-100.3007368,2019-11
2937305,945,19046812110005011000000000U9,ESTETICA ALICIA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,BENITO JUAREZ,CALLE,CATALUÑA,CALLE,CASTILLA,CALLE,SANTANDER,213,NaN,NaN,NaN,NaN,NaN,COLONIA,ITURBIDE,NaN,NaN,NaN,66420,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,13,NaN,NaN,NaN,25.75301955,-100.2998454,2010-07
2937358,945,19046812110006531000000000U5,ESTETICA BUENA VIBRA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,OVIEDO,CALLE,CATALUÑA,CALLE,BURGOS,CALLE,NAVARRA,135,NaN,NaN,NaN,NaN,NaN,COLONIA,ITURBIDE,NaN,NaN,NaN,66420,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,4,NaN,NaN,NaN,25.75447557,-100.2997581,2010-07
8971528,945,19046812110019611000000000U0,ESTETICA GINO,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,CRISTOBAL COLON,PRIVADA,7,CALLE,ZONA PONIENTE,AVENIDA,UNIVERSIDAD,1001,NaN,NaN,NaN,NaN,NaN,COLONIA,FOMERREY 91,NaN,NaN,NaN,66459,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,19,8114735998,NaN,NaN,25.75170512,-100.2981656,2019-11
2937359,945,19046812110006171000000000U0,ESTETICA HOLLY BEAUTE,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,CATALUÑA,CALLE,OVIEDO,CALLE,NAVARRA,CALLE,BURGOS,NaN,SN,NaN,NaN,NaN,NaN,COLONIA,ITURBIDE,NaN,NaN,NaN,66420,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,4,NaN,NaN,NaN,25.75468309,-100.299926,2010-07
2974595,945,19046812110013711000000000U4,ESTETÍCA IRAZOQUI,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,LUIS M. FARIAS,CALLE,ALFONSO MARTINEZ DOMINGUEZ,CALLE,LICENCIADO PEDRO G. ZORRILLA MARTINEZ,CALLE,TERCERA,NaN,SN,NaN,NaN,NaN,NaN,COLONIA,NUEVO PERIFERICO,NaN,NaN,NaN,66423,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,22,NaN,NaN,NaN,25.75245121,-100.3003968,2014-12
2936389,945,19046812110001181000000000U4,ESTETICA SOFIA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,PRIMERA,CALLE,BENITO JUAREZ,CALLE,LICENCIADO PEDRO G. ZORRILLA MARTINEZ,CALLE,LUIS M. FARIAS,NaN,SN,NaN,NaN,NaN,NaN,COLONIA,NUEVO PERIFERICO,NaN,NaN,NaN,66423,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,17,8113916414,NaN,NaN,25.75275708,-100.3020534,2010-07
8505230,945,19046812110016291000000000U4,KAR JANH ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,LAS TORRES,CALLE,ALFONSO MARTINEZ DOMINGUEZ,CALLE,BENITO JUAREZ,CALLE,SEGUNDA,434,A,NaN,NaN,NaN,NaN,COLONIA,NUEVO PERIFERICO,NaN,NaN,NaN,66423,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,15,8110064546,NaN,NaN,25.7529361,-100.3057706,2019-11
2976590,979,19046812110010811000000000U5,ESTETICA BERVERLY HILLS,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,LAS PUENTES,CALLE,SIERRA DE SAN LUIS,CALLE,SIERRA DE ZACATECAS,CALLE,SIERRA ENCANTADA,NaN,SN,NaN,NaN,NaN,NaN,COLONIA,LAS PUENTES,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,20,8120429014,NaN,NaN,25.74408394,-100.2741817,2014-12
3007012,979,19046812110001731000000000U6,ESTETICA BLANCA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,POPOCATEPETL,CALLE,SIERRA DE LAS VIRGENES,CALLE,SIERRA TEPEHUANES,ANDADOR,NINGUNO,700,NaN,NaN,NaN,0,NaN,COLONIA,LAS PUENTES,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,12,8183535832,NaN,NaN,25.74567376,-100.2775606,2010-07
2976588,979,19046812110013591000000000U0,ESTETICA D MINE,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,LAS PUENTES,CALLE,SIERRA GORDA,CALLE,SIERRA DE ZACATECAS,CALLE,SIERRA ENCANTADA,0,SN,NaN,NaN,0,NaN,COLONIA,LAS PUENTES,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,18,NaN,NaN,NaN,25.74454514,-100.2741021,2014-12
2976662,979,19046812110010631000000000U7,ESTETICA FACIAL DELIA THEOVITAL,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,LAS PUENTES,CALLE,SIERRA ENCANTADA,CALLE,SIERRA MIXTECA,CALLE,SIERRA MIXTECA,0,SN,NaN,NaN,3,NaN,COLONIA,LAS PUENTES,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,26,NaN,NaN,WWW.BELLEZANATURALDELIA.COM,25.74229165,-100.274727,2014-12
3007066,979,19046812110008431000000000U6,ESTETICA NUEVA IMAGEN,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,POPOCATEPETL,CALLE,PICO DE LA MALINCHE,CALLE,COFRE DE PEROTE,CALLE,VOLCÁN DE TANCÍTARO,640,NaN,NaN,NaN,NaN,NaN,COLONIA,JARDIN DE LAS PUENTES,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,33,8115160336,NaN,NaN,25.74105827,-100.2781974,2010-07
