,AGENT.ID_x,ClientID,AGENT.ID_y
456293,9268,363987,26932
456367,19489,364049,1450
456388,2489,364064,23422
456397,31282,364070,25408
456674,11871,364291,20414
456730,18939,364332,26995
456956,19731,364510,25957
456998,19546,364541,19028
457417,20467,364882,29
457502,10526,364940,25142
457557,18735,364983,7753
457672,18987,365077,20787
457722,23944,365117,26799
457999,28315,365348,14339
458048,21525,365388,343
458210,13790,365520,11951
458237,5763,365541,26740
458337,4711,365620,22739
458480,20316,365742,26987
458533,15873,365783,26543
458710,2444,365933,26597
458895,2709,366097,11026
458925,20309,366121,13057
459085,20250,366230,24828
459216,15687,366340,25389
459222,16184,366343,22721
459472,19119,366551,18804
459542,16555,366604,14594
459749,16262,366766,18865
459865,17325,366864,6569
459945,16007,366926,23124
460205,15683,367141,21553
460283,11559,367207,3288
460570,15044,367452,25801
460693,12631,367551,23755
460731,18548,367586,14594
460782,17574,367622,12884
460992,6068,367769,19028
461234,15291,367973,17058
461372,16558,368086,16985
461470,19739,368165,15354
461610,15730,368287,17278
461627,15974,368301,15173
461643,19160,368311,23402
461671,423,368333,23944
461728,7994,368373,5803
461920,8579,368532,23407
462165,10027,368714,17278
462366,20920,368888,23743
462371,18219,368890,10149
462400,8473,368916,19419
462439,13469,368945,23025
462586,21269,369055,24427
462620,16654,369077,10893
462676,15974,369118,24377
462836,17492,369260,24095
462959,18874,369362,1237
462988,19941,369385,18865
463007,20250,369396,27545
463017,1736,369403,25252
463071,13582,369445,12611
463163,19490,369525,15439
463196,1736,369552,18356
463333,6826,369654,24714
463438,28120,369738,30427
463444,21525,369741,26898
463566,19603,369845,10071
463864,6065,370107,19710
463912,22464,370143,9865
463973,21337,370195,17278
464037,1635,370247,22793
464136,2147,370334,14842
464466,15854,370595,24628
464683,18686,370782,26740
464719,15686,370812,24924
464941,21623,370983,3453
465048,16169,371069,26647
465064,16442,371082,24377
465071,23789,371085,27791
465283,9570,371242,14590
465363,13751,371305,25393
465486,4622,371404,17818
465623,3206,371511,25957
465747,28245,371614,24153
465883,13653,371728,29041
465936,16195,371765,22036
465955,16558,371780,25272
465966,20139,371784,25076
466056,19131,371859,20973
466071,18838,371871,18833
466163,11068,371957,12883
466243,14686,372025,25393
466355,2712,372119,27237
466545,18579,372273,2287
466552,22802,372276,26686
466573,17447,372287,343
466587,18475,372298,22960
466647,21625,372346,30621
466774,15398,372450,23623
466996,9104,372624,24675
467029,17416,372648,3313
467041,19643,372656,22543
467105,21383,372704,24476
467153,21837,372746,8464
467160,15948,372750,14117
467416,27715,372940,28102
467814,16602,373260,4833
467835,13595,373278,25910
468153,11813,373551,2409
468629,16996,373937,4685
468862,19536,374119,6510
468978,19731,374200,16558
469072,4263,374279,7956
469098,18735,374302,5176
469216,29846,374391,22987
469228,10440,374400,9190
469439,31113,374581,21662
469885,4271,374949,20258
469931,19411,374986,24928
470144,17969,375160,15683
470397,19537,375377,9867
470434,20994,375408,22656
470447,21270,375415,25272
470473,19682,375438,27710
470478,29911,375440,24817
470769,18944,375674,14001
470791,17542,375690,18700
470795,28089,375691,26645
470939,23884,375792,26740
471121,21513,375934,5552
471199,15569,375985,25466
471360,19521,376113,24828
471485,27566,376211,23757
471515,10716,376235,22616
471538,30633,376249,21337
471601,21475,376303,23402
471649,16579,376336,24093
471676,5126,376360,26740
472002,5192,376620,21864
472073,6519,376676,26543
472160,18333,376748,19348
472258,17393,376822,30292
472522,30603,377045,25618
472558,10608,377072,24257
472638,21270,377134,25957
472710,16558,377193,25272
472879,9727,377337,26434
473202,21711,377612,24377
473243,1722,377646,22056
473330,12104,377701,14833
473374,21475,377736,6815
473774,22473,378044,25288
473810,17831,378074,26543
473814,6740,378075,12829
473973,8206,378195,16847
474004,15400,378220,3453
474014,1588,378224,1906
474028,18623,378232,14890
474218,13689,378389,19967
474500,22538,378608,10681
474575,15400,378668,3453
474743,16558,378797,24427
474767,13482,378815,16080
474974,7377,378992,24377
475263,7905,379209,23970
475385,19574,379307,14594
475446,12276,379359,24377
475646,20891,379520,30427
475692,7071,379557,26028
475704,19923,379563,23441
475728,21311,379584,17278
475766,11070,379610,15772
475887,1223,379716,23680
476106,11316,379896,10966
476185,18354,379951,18804
476213,13340,379965,12883
476332,9713,380060,10365
476368,13776,380087,6605
476384,21614,380100,27710
476470,28150,380171,26267
476489,15768,380187,25983
476532,17492,380221,24095
476698,16902,380348,23970
477018,20230,380614,5147
477046,20338,380628,16842
477139,18874,380706,8464
477165,13000,380721,25288
477211,15612,380755,6098
477506,14506,381002,25353
477789,13540,381225,1819
477968,17578,381374,8556
478019,11880,381413,23623
478127,11282,381503,28022
478169,16555,381533,4632
478273,18354,381611,18804
478343,19731,381666,15169
478417,16812,381722,30427
478447,8783,381740,30714
478501,637,381779,28110
478517,20053,381792,22656
478830,3206,382048,25272
478939,18397,382133,27532
479039,21270,382215,25957
479064,17445,382234,16558
479092,23531,382255,22626
479180,30404,382333,13286
479515,12724,382605,18648
479530,14805,382617,22601
479693,3206,382745,25491
479734,19008,382780,6098
480148,15873,383104,25163
480245,19537,383185,5028
480370,20398,383288,14801
480438,7132,383338,13526
480562,21813,383441,20761
480832,12046,383651,25307
480935,15409,383727,15772
480974,13233,383760,24963
480978,16602,383761,23944
481000,20216,383777,26712
481473,8464,384148,26696
481545,16555,384205,25637
481867,17445,384467,19328
481881,7082,384472,13329
481932,13028,384514,2420
482075,18296,384623,25163
482136,4744,384662,24377
482208,17796,384725,28131
482235,17168,384743,12883
482278,21905,384777,18926
482403,16483,384876,7004
482429,9191,384899,11456
482490,20297,384943,6006
482634,16483,385060,21856
482640,19741,385063,23614
482652,4019,385071,28110
482733,12057,385130,14337
483175,15398,385526,29054
483211,17464,385552,25447
483227,9396,385562,26444
483704,21624,385943,4833
483869,13445,386078,6006
484127,3470,386274,25205
484164,14143,386299,18023
484286,20047,386400,15848
484407,18876,386497,14585
484450,8762,386527,23195
484636,15044,386665,24887
484740,2476,386751,20842
484887,20067,386874,21662
484990,8328,386962,24524
484994,20945,386963,10653
485045,14975,387000,21603
485179,15687,387116,24924
485212,28861,387137,23623
485443,24558,387332,13586
485526,1736,387391,25076
485592,3612,387445,24828
485602,16763,387447,25163
485792,14631,387601,25276
485880,6169,387668,23919
485886,18466,387671,21911
486036,14727,387777,14971
486234,10110,387936,25801
486498,22847,388157,25742
486748,22788,388364,3515
486938,19538,388521,23755
486950,19392,388530,23567
487003,16024,388571,26543
487132,11094,388667,2420
487217,18200,388734,25035
487301,19731,388809,25709
487360,3612,388853,29054
487453,15974,388940,21662
487555,6839,389024,25910
487877,16749,389304,25241
488185,16884,389552,11950
488197,17423,389558,15772
488294,10720,389646,11165
488501,13028,389809,10270
488528,16600,389822,22337
488690,15193,389958,23790
488917,27858,390155,11950
488928,10805,390163,22785
489184,371,390380,26285
489203,7949,390393,26160
489209,21921,390396,25478
489248,20777,390426,4983
489320,10526,390480,21662
489455,21856,390587,7004
489498,21856,390622,7004
489622,16955,390712,5552
489794,11482,390845,23025
489801,16558,390848,24427
490091,15610,391092,8464
490219,20805,391194,30586
490385,18945,391324,26434
490978,19730,391820,15003
491001,3196,391833,6569
491029,14292,391855,23755
491263,19746,392047,6510
491285,17423,392060,25393
491291,13965,392063,25910
491338,15053,392095,5800
491435,15250,392168,54
491585,10119,392285,4885
491754,9732,392428,25466
491767,14867,392438,21662
491964,15687,392590,27129
492136,14474,392729,26267
492404,23213,392945,23294
492510,20106,393026,11304
492613,8763,393109,21780
492624,20233,393117,22881
492732,2916,393204,27247
492796,21524,393259,25973
492944,12857,393383,18408
492956,17445,393392,16558
493039,20112,393460,22721
493094,18107,393500,25288
493158,14435,393552,30657
493580,21890,393916,24427
493747,3377,394049,1682
493985,13048,394237,21388
494093,3453,394324,23847
494100,11441,394328,30586
494275,13028,394470,23623
494396,13834,394576,24095
494428,19967,394593,27084
494461,13823,394614,23771
494517,11082,394653,24502
494597,15193,394715,837
494666,9468,394775,15625
494826,7027,394899,23208
495025,15279,395062,20923
495035,17416,395069,10697
495141,15963,395146,27744
495282,18233,395266,10149
495549,12493,395485,18865
495606,23789,395526,26146
495661,16602,395565,30621
495805,21597,395685,25371
495993,31270,395831,26591
496039,288,395865,20094
496336,16060,396096,29913
496400,8305,396142,26971
496511,12858,396238,22832
496602,17445,396308,24427
496650,14073,396347,20736
496885,17491,396527,9192
496903,22482,396537,4430
497013,3814,396622,3838
497082,22021,396675,6783
497165,22232,396739,18356
497400,19117,396935,24458
497573,17136,397086,25562
497631,5302,397125,20032
497810,8783,397268,15250
497836,19496,397288,18408
497860,17055,397309,23752
498035,3086,397442,22124
498223,17445,397597,25957
498263,18614,397623,10298
498267,14867,397624,21662
498555,13213,397882,18408
498802,2898,398087,18226
498958,19134,398213,20850
499141,11812,398366,19589
499297,18173,398490,25393
499353,21624,398540,4833
499457,15086,398629,4151
499670,18356,398789,30427
499892,10674,398966,17278
500012,16598,399074,26543
500199,21053,399228,12861
500215,29148,399241,6098
500219,870,399242,23623
500338,19003,399337,16097
500375,5252,399365,10048
500510,30292,399478,12437
500643,18804,399579,4605
500752,20433,399666,1596
500778,17700,399682,4833
500833,3732,399721,431
500839,20668,399724,18865
501297,19680,400089,30292
501310,16555,400091,31249
501602,8410,400335,23944
501712,14733,400426,19803
501754,10270,400458,23623
502021,18887,400674,25637
502084,15269,400717,17463
502099,18193,400729,11725
502176,19175,400797,25044
502202,21344,400817,24575
502274,18839,400877,26333
502647,18486,401187,22239
502787,17700,401306,30621
502832,21122,401333,8556
502864,1300,401351,26343
503002,11385,401460,10071
503115,19731,401549,28788
503133,24887,401558,24377
503282,22807,401673,26644
503325,18308,401707,19119
503402,12820,401761,26267
503522,22520,401860,22197
503547,19335,401876,18030
503664,19640,401960,21603
503815,21921,402081,700
503881,30037,402137,19119
504053,28109,402268,6569
504078,15386,402287,16542
504099,19790,402299,18205
504204,15400,402377,14058
504243,22075,402407,26266
504319,22415,402465,26590
504436,9276,402551,5555
504440,10674,402552,30439
504472,27532,402581,21780
504590,20301,402672,21603
504663,13276,402736,20257
504709,19842,402773,29726
504789,2050,402832,24390
505000,15276,403002,17718
505081,21005,403065,2
505162,9317,403118,29054
505257,11568,403183,24764
505477,20268,403354,18775
505601,6278,403459,26740
505961,15894,403756,23130
506078,5391,403855,24116
506139,6001,403907,27158
506269,21236,403998,4833
506325,19537,404050,31249
506371,13066,404083,22952
506495,19574,404177,31249
506500,21626,404179,7004
506795,15768,404416,22555
506915,21220,404505,9403
506925,17732,404512,3013
506968,13038,404546,4521
507267,19730,404788,22124
507333,12843,404839,10149
507395,22116,404886,24769
507403,13028,404891,23623
507527,16466,404991,4195
507689,15768,405117,25801
507785,2760,405198,12611
507813,16602,405217,28006
508376,17341,405694,8556
508386,30621,405700,26799
508736,12739,405959,26499
508794,3412,406005,20574
508812,11768,406017,26855
508829,21124,406030,14630
508907,20312,406089,13028
509076,17840,406225,30621
509107,5830,406247,11348
509264,2050,406377,23714
509332,19930,406428,26543
509426,12781,406489,24095
509449,3206,406506,28788
509631,17840,406661,7004
509649,17388,406673,26484
509729,16554,406729,12882
509792,16685,406774,28195
509909,18875,406866,26824
510041,19323,406976,30621
510045,21960,406977,10783
510066,3086,406992,17278
510299,9203,407177,14117
510630,21886,407440,5176
510738,27558,407522,27010
510818,4913,407590,7832
510949,16700,407700,14106
510984,16558,407723,8409
511005,2760,407734,23526
511019,10662,407745,14590
511050,21240,407770,26543
511076,15409,407790,24377
511154,20180,407847,30586
511349,19534,407997,24828
511634,19534,408241,12387
511700,15085,408295,15011
511920,9238,408461,5364
511937,10110,408470,23436
511947,16483,408477,7004
512273,20891,408731,30439
512283,21856,408737,30621
512393,10328,408825,10268
512466,27915,408886,8687
512539,20814,408944,25263
513032,30721,409353,25775
513039,18494,409357,9575
513044,28016,409359,14303
513059,22722,409368,6031
513367,20515,409604,18023
513393,4885,409623,10149
513409,22674,409632,21182
513457,9354,409674,17812
513822,15086,409964,8556
513980,9060,410100,25957
513991,17533,410104,24083
514189,4740,410260,6428
514229,15975,410293,27258
514272,2395,410324,27150
514336,21213,410376,8556
514359,9060,410390,27032
514403,21410,410415,14737
514618,22653,410579,10802
514625,19368,410583,29054
514630,15127,410585,31194
514653,13318,410604,18700
515019,6428,410906,14303
515034,15732,410918,21316
515315,20840,411163,26465
515422,17240,411246,6006
515441,17416,411259,11442
515526,15677,411326,17278
515725,19321,411492,30427
515951,16547,411661,26607
516285,8464,411926,25957
516524,4938,412128,17278
516713,20053,412271,14975
517006,15974,412504,11026
517011,16696,412506,5552
517089,13877,412568,11166
517136,14791,412599,10698
517163,8740,412620,24754
517245,6818,412681,25811
517307,10027,412731,24095
517329,10110,412742,24474
517471,18105,412860,1653
517687,10215,413046,5803
517827,19145,413140,2392
517988,15193,413274,27560
518110,9526,413360,30427
518441,19741,413640,23614
518564,5553,413741,24887
518599,19252,413766,15173
518685,18307,413828,6198
518762,12752,413899,14843
518946,19493,414050,30710
519253,29084,414294,28025
519314,7851,414343,16041
519510,20692,414509,5983
519646,29110,414624,23457
519707,15555,414676,26117
519764,16442,414724,25393
519867,22396,414808,30292
519932,27688,414863,29653
520102,6645,415012,12678
520111,17830,415018,11348
520167,12949,415065,22495
520381,21099,415248,4605
520664,16558,415475,25403
520674,14612,415478,14629
520792,15875,415572,29418
520796,13823,415573,23771
520804,10231,415578,6569
520847,20736,415617,26543
521140,21376,415864,29
521190,12641,415905,30147
521326,20778,416017,12325
521454,17472,416124,14829
521478,10376,416139,4109
521674,8464,416298,27032
521847,16356,416443,23101
521856,16442,416449,21662
521891,18537,416478,15171
522182,19537,416704,15821
522210,18107,416720,4109
522313,1719,416802,23840
522343,3612,416823,21337
522347,15974,416824,21662
522371,289,416845,25155
522541,22055,416975,9683
522555,17232,416982,24377
522629,7484,417028,26155
522752,17445,417126,25272
522764,8579,417132,8351
522853,8539,417206,8213
522907,18219,417248,4885
523016,18356,417330,6605
523049,8579,417353,8351
523117,15768,417415,26740
523298,15014,417572,6006
523383,30557,417642,26146
523760,15014,417953,6527
523890,15264,418053,25288
524153,11388,418268,11660
524173,4695,418285,3021
524399,21070,418460,24505
524463,16197,418501,24052
524515,19536,418544,13801
524650,17937,418652,12471
524693,13823,418680,26333
524704,16670,418688,24963
524825,11385,418785,20941
524863,18874,418820,8409
524916,18887,418861,6510
524944,23652,418879,11515
524967,14930,418895,5147
525036,4746,418958,14594
525309,16243,419168,18356
525313,17700,419169,26799
525336,18812,419183,26653
525356,15687,419197,24924
525371,16483,419209,7004
525466,4208,419277,24464
525638,13822,419413,10215
525647,21128,419419,25926
525703,11158,419464,23649
526023,12627,419718,30427
526219,17423,419872,15772
526249,19837,419896,15141
526254,13967,419898,24924
526396,709,420013,23752
526547,19790,420128,19633
526861,30351,420390,26799
526955,16076,420453,22656
527086,16704,420557,20369
527400,18314,420808,9104
527407,11233,420812,20842
527583,12698,420949,6064
527634,12233,420990,7935
527670,8557,421013,15649
527708,376,421042,27238
527768,28237,421087,26985
527807,22464,421120,15467
528154,16481,421401,8556
528239,18434,421464,26131
528254,22217,421471,27252
528272,12520,421479,25537
528348,1452,421537,22805
528416,16558,421593,19328
528423,14095,421597,23944
528475,15646,421629,25575
528663,17836,421781,14347
528732,14569,421835,23614
529087,16554,422106,24315
529418,21500,422383,21066
529428,17831,422390,26267
529453,28902,422409,23867
529479,18071,422429,25393
529493,5757,422440,24486
529722,17658,422642,20842
529891,21383,422775,8556
530249,16483,423070,21856
530315,8410,423130,30621
530348,22773,423157,14590
530680,19105,423432,19326
530713,21626,423457,7004
530836,12046,423559,27169
531240,11623,423896,11624
531393,18310,424015,6510
531505,17140,424103,27131
531541,19792,424133,2420
531654,19730,424230,24095
531696,19546,424250,17093
531701,18218,424252,15169
531874,14320,424387,14959
531958,20164,424465,6605
531986,19829,424490,18034
531992,12698,424493,21959
532121,4170,424607,7634
532349,6060,424797,26687
532490,13823,424896,10215
532810,18851,425150,6510
532874,689,425199,6098
532878,7970,425200,14117
532905,18244,425221,17358
532969,8836,425271,23485
532998,23880,425293,24924
533059,15007,425335,17951
533071,20079,425344,13928
533200,20960,425449,20414
533220,8464,425458,27032
533262,2453,425481,17819
533515,17903,425686,27710
533527,11781,425695,21780
533557,15169,425715,25272
533748,8720,425869,25910
533815,17700,425930,30621
533952,14875,426046,14420
533962,24297,426052,21783
534168,16684,426209,21603
534303,18851,426305,19029
534601,30714,426548,24589
534794,8506,426710,26111
534825,12557,426738,12067
534842,11257,426752,24589
534895,21427,426790,18648
534992,13982,426860,11768
535022,16028,426881,19633
535049,19496,426904,18408
535063,21770,426911,17278
535088,11441,426927,29348
535234,15610,427037,8464
535249,20564,427046,25142
535416,11233,427168,21553
535610,17416,427341,11442
535661,1791,427377,30
535739,16898,427430,17278
535775,20552,427457,25453
535912,17445,427570,26644
535917,19008,427572,26543
535932,22542,427584,23402
536099,3085,427715,24095
536246,24219,427819,11034
536422,10674,427946,25997
536442,10270,427960,23623
536567,17162,428061,23623
536638,3408,428111,14975
536704,1751,428165,18035
536849,16884,428286,23218
536866,12235,428300,26099
536885,8843,428316,7004
536982,23614,428394,26799
537019,17037,428420,8556
537063,15457,428453,6098
537108,13215,428491,15095
537139,22807,428513,18156
537246,11160,428599,8687
537320,12477,428661,26378
537327,30763,428665,22030
537748,21236,429005,30621
537777,29022,429028,24315
537865,1167,429101,25053
537877,8410,429110,30621
537899,21236,429126,30621
537910,23017,429130,23025
537941,14789,429144,26383
538068,19898,429242,2378
538151,847,429298,22881
538443,13075,429527,24616
538535,15169,429594,26644
538624,5765,429658,26696
538635,4044,429663,4085
539046,21837,429996,24427
539079,20968,430023,25303
539262,30906,430167,19554
539325,21690,430214,18790
539567,21152,430395,24924
539897,19574,430659,18700
540012,28210,430743,13594
540020,5768,430744,6028
540092,16483,430798,7004
540110,16602,430807,30621
540159,3615,430848,22079
540205,16483,430888,7004
540260,14088,430934,22079
540273,15569,430944,13398
540456,27929,431094,22805
540578,10838,431192,23840
540809,23878,431380,22849
540853,3187,431414,18700
541092,22125,431617,28266
541319,22711,431804,11462
541363,24593,431835,20885
541440,29948,431894,22730
541658,29084,432067,17278
541696,18628,432099,24274
541705,16923,432105,18700
541796,17636,432181,15011
542045,20665,432379,25229
542079,15086,432403,11472
542105,14077,432422,11050
542206,8357,432490,10678
542629,20466,432829,24159
542750,28120,432926,30427
542919,19252,433071,15142
542951,13266,433097,15003
543114,16538,433242,18020
543161,10724,433277,14135
543172,28120,433285,30427
543194,18839,433304,26333
543199,20558,433306,9320
543229,2044,433330,1722
543270,29110,433365,8134
543378,22357,433454,14085
543447,13393,433504,27522
543471,17110,433525,21242
543526,15294,433566,4428
543613,13028,433632,23623
543723,20246,433708,24095
543759,15866,433738,24755
543908,4325,433863,18921
544146,19538,434045,6510
544199,14095,434086,23944
544427,11902,434278,28012
544631,17615,434437,23623
544691,15384,434485,2377
544729,16350,434517,16098
544811,655,434587,9712
544904,17364,434653,23755
545086,5102,434799,25170
545139,13703,434834,24095
545267,330,434935,12307
545303,8137,434957,6510
545499,15588,435120,11856
545540,18944,435155,14458
545548,17769,435157,9511
546080,16148,435605,26696
546476,863,435926,11903
546585,20161,436017,26180
546768,12632,436164,25823
546868,14513,436243,25677
547021,17892,436360,24377
547084,22262,436408,18522
547104,24030,436421,16349
547125,17297,436432,17551
547153,22498,436451,8556
547433,14569,436689,30621
547553,21169,436785,27791
547624,18449,436838,6510
547628,21206,436839,28811
547642,11321,436847,5862
547695,13868,436891,10268
547706,18764,436899,22805
547738,19640,436928,25163
547744,15140,436931,27791
547842,16684,437003,11026
547847,16898,437005,6510
547878,20724,437022,15211
547882,20133,437023,13113
547886,10838,437024,8351
547960,19574,437092,25987
548022,30682,437145,16389
548144,18735,437240,25291
548176,14135,437260,24886
548259,12513,437334,24936
548336,31130,437399,12793
548481,9373,437508,7071
548540,13048,437555,15266
548588,21614,437587,26756
548900,15818,437841,24042
549079,16368,438002,25504
549132,16822,438037,26661
549222,9272,438109,20375
549230,2833,438111,30427
549346,8843,438197,7004
549452,10626,438282,17416
549528,16442,438343,4109
549561,18309,438367,894
549905,13088,438642,9912
549949,19335,438677,15591
549975,30351,438696,23922
550062,19731,438764,27354
550194,1071,438866,5132
550204,3858,438873,10134
550238,12464,438892,23356
550462,19489,439071,15149
550497,27843,439097,26348
550595,19739,439180,12407
550791,12907,439343,23567
550804,4800,439350,1722
550809,19031,439352,28195
550863,13427,439400,22124
551095,29148,439602,6098
551153,30104,439645,14347
551258,17645,439741,1793
551290,3005,439764,8556
551311,21464,439776,24575
551561,3558,439966,24812
551565,7030,439967,24238
551631,5763,440015,10149
551647,16120,440025,11878
551663,20478,440038,8556
551716,11115,440079,17503
551737,15318,440094,8325
551845,19640,440190,1861
551872,1089,440211,6510
551919,17258,440252,8844
552068,30621,440364,4833
552141,7994,440427,23771
552208,29148,440473,14629
552313,16483,440557,21856
552390,11461,440616,3012
552414,14569,440631,23614
552451,18072,440656,10678
552627,15787,440802,24377
552691,17913,440857,10268
552849,17885,440979,4807
552894,1610,441012,20375
553048,1752,441124,6279
553071,22055,441137,25637
553100,17700,441156,23944
553401,1899,441400,12443
553528,8768,441503,10917
553791,9732,441730,6098
553957,28229,441857,25296
554035,21861,441913,15174
554057,18944,441921,24493
554139,17700,441991,23944
554198,30258,442030,30611
4732141,8579,442038,8351
4732148,16598,442042,12883
4732206,6656,442083,29076
4732224,423,442095,28006
4732268,20768,442136,26521
4732351,19052,442201,30295
4732428,14733,442254,29054
4732472,19731,442292,1237
4732898,14768,442628,3288
4733039,1736,442735,28210
4733060,9404,442743,28025
4733071,15044,442751,20842
4733221,10428,442880,23646
4733234,19730,442890,24004
4733293,8506,442940,6510
4733454,22366,443065,20579
4733474,15676,443079,24377
4733511,19003,443107,6510
4733828,14839,443350,27934
4733873,12452,443386,17674
4733890,12737,443397,18356
4733959,14319,443463,14117
4733995,21152,443490,24924
4734066,19003,443543,18865
4734213,9527,443660,6510
4734280,14292,443712,25076
4734329,22848,443745,27852
4734427,23689,443817,24502
4734605,18735,443964,24220
4734634,19930,443979,2377
4734916,19731,444207,16986
4734921,16600,444209,28022
4734930,16600,444212,8985
4735041,20017,444305,22205
4735049,7698,444310,6006
4735083,16558,444331,25272
4735189,18569,444424,27571
4735209,16194,444441,30621
4735298,30940,444509,24614
4735318,16190,444526,9334
4735450,11233,444625,24377
4735503,8981,444669,25863
4735529,23100,444691,25076
4735566,14424,444715,3890
4735767,18233,444880,27169
4735779,16579,444889,30427
4735810,16194,444911,4641
4736015,28902,445074,26179
4736180,19335,445206,11950
4736235,13214,445258,2833
4736291,10476,445305,20842
4736491,23238,445474,26244
4736531,11184,445504,21662
4736647,16579,445602,8556
4736869,17472,445773,25199
4736903,14709,445798,25315
4736969,20562,445843,14009
4737006,1528,445877,22203
4737018,19574,445886,6510
4737027,22799,445892,27141
4737067,16193,445920,17416
4737076,16555,445926,24095
4737151,21118,445983,19710
4737182,18434,446006,18865
4737254,6482,446060,26105
4737531,17629,446283,19710
4737623,22255,446357,13329
4737664,7082,446389,13329
4737706,14810,446419,18804
4737712,7082,446422,13329
4737737,10662,446441,11379
4737752,16831,446453,26434
4737826,18839,446509,25864
4737960,16547,446607,25199
4737965,29088,446609,20508
4738057,21311,446686,8556
4738078,27690,446704,15142
4738199,22292,446800,27070
4738249,18449,446837,30439
4738291,17123,446861,25393
4738393,19444,446951,26200
4738477,27922,447014,24095
4738497,18022,447028,2420
4738514,29231,447042,27378
4738536,24095,447057,18700
4738662,30626,447149,6269
4738722,1736,447197,11088
4738774,12244,447238,13054
4738812,19536,447267,21572
4738865,19536,447303,11088
4738876,17700,447305,24975
4739139,19574,447522,14594
4739278,19546,447611,6006
4739297,12750,447624,25602
4739510,18623,447798,26506
4739592,18579,447865,2287
4739614,13285,447884,20265
4739783,13823,448026,24492
4739881,21311,448112,9283
4739896,21531,448124,12824
4739996,19613,448206,14267
4740025,14568,448226,24602
4740193,3005,448362,20257
4740317,10065,448456,15821
4740552,20243,448640,9122
4740573,20163,448652,1237
4740607,19640,448678,24849
4740829,30531,448849,18420
4740852,3391,448869,18356
4740955,17776,448957,7498
4741075,31220,449056,27014
4741083,20916,449058,25997
4741463,17395,449372,11624
4741748,5052,449607,3958
4741787,15503,449637,21662
4741897,17636,449726,15011
4741986,22867,449793,26354
4742091,19004,449879,17278
4742204,15571,449971,27237
4742290,13075,450033,30427
4742298,385,450038,29840
4742336,19899,450070,26184
4742366,21890,450093,8464
4742429,12965,450136,26044
4742732,19731,450373,15169
4742847,18735,450470,9865
4742883,21111,450500,12325
4742931,22246,450536,6569
4743036,19730,450620,25241
4743042,17520,450623,26543
4743047,22835,450624,11026
4743142,18341,450694,26719
4743191,14856,450734,24492
4743511,1323,451012,4338
4743583,7846,451066,13998
4743629,18434,451106,23402
4743761,11929,451208,25582
4743834,16750,451263,15046
4743859,5583,451279,10268
4743894,11158,451305,6861
4744169,20072,451538,6510
4744252,23146,451602,17278
4744263,970,451606,25044
4744297,21483,451634,27210
4744302,16576,451636,17286
4744309,12506,451639,17278
4744867,12994,452088,2933
4744943,474,452146,23152
4745112,7159,452277,2297
4745157,18434,452316,28210
4745167,18548,452323,14594
4745368,16238,452488,23482
4745504,9361,452609,21593
4745537,21064,452639,15354
4745701,20993,452766,15772
4745800,9618,452849,8983
4745876,21856,452909,7004
4745953,30691,452964,26461
4746008,11460,453010,17818
4746191,15732,453163,20691
4746339,289,453275,14268
4746372,17492,453300,24095
4746451,16024,453353,6569
4746848,10177,453705,30576
4746939,20268,453769,10014
4746984,4620,453801,11787
4747222,18690,453996,27635
4747263,19797,454024,2
4747477,19601,454194,2214
4747661,12837,454342,17058
4747753,12951,454413,25836
4747977,21636,454586,22308
4748163,10231,454739,14135
4748183,24494,454755,27198
4748435,18219,454961,24377
4748473,20428,454990,12883
4748522,19570,455021,16433
4748633,13930,455117,17278
4748674,17445,455149,28788
4748899,17533,455309,30427
4748931,10608,455335,25840
4748981,12770,455376,10365
4749465,12857,455800,29655
4749737,889,456015,10804
4749921,19687,456163,23418
4749926,13454,456165,10602
4750015,19536,456236,17278
4750022,280,456240,23841
4750048,16602,456263,17700
4750149,20559,456343,8384
4750193,20714,456378,27218
4750202,7053,456381,8985
4750255,20552,456422,25179
4750427,21476,456552,17278
4750543,21890,456638,25272
4750569,14971,456653,22357
4750830,21451,456869,24828
4750892,16558,456913,25272
4751011,15612,456998,12883
4751114,1736,457089,17278
4751151,9732,457120,4430
4751189,21127,457149,25303
4751226,20449,457169,27341
4751265,20449,457196,21662
4751318,14437,457240,29247
4751399,18356,457302,14842
4751599,12429,457451,11036
4751705,16483,457523,21856
4751999,21597,457760,18804
4752078,22290,457807,24828
4752113,21662,457829,6098
4752743,19393,458351,21662
4752814,28908,458413,20437
4752831,18548,458424,17278
4753021,16602,458572,30621
4753114,14944,458643,3045
4753266,17700,458767,30621
4753606,18394,459042,29054
4753651,8464,459081,24555
4753771,19256,459174,11974
4754049,11877,459389,29054
4754074,22803,459410,17278
4754115,19489,459444,17278
4754141,29853,459464,24457
4754203,15090,459508,25163
4754284,15755,459577,16914
4754810,4110,459995,15395
4754841,18434,460023,6510
4754850,16483,460026,7004
4754854,11877,460027,30292
4754884,8288,460051,23964
4754904,13749,460062,14587
4754921,16884,460076,25356
4755065,14454,460187,18027
4755195,18478,460281,14739
4755387,16895,460423,10653
4755538,19536,460544,26434
4755724,15677,460679,23623
4755866,16602,460786,4833
4756099,1803,460986,6269
4756169,19537,461047,24004
4756187,19537,461062,23722
4756245,18548,461111,30439
4756352,7899,461197,14935
4756390,7433,461226,25997
4756427,22652,461248,20901
4756493,1719,461292,23242
4756529,20825,461319,27192
4756572,22576,461353,26098
