ID,Clee,Nombre de la Unidad Económica,Razón social,Código de la clase de actividad SCIAN,Nombre de clase de la actividad,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Tipo de entre vialidad 1,Nombre de entre vialidad 1,Tipo de entre vialidad 2,Nombre de entre vialidad 2,Tipo de entre vialidad 3,Nombre de entre vialidad 3,Número exterior o kilómetro,Letra exterior,Edificio,Edificio Piso,Número interior,Letra interior,Tipo de asentamiento humano,Nombre de asentamiento humano,Tipo centro comercial,"Corredor industrial, centro comercial o mercado público",Número de local,Código Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,Clave localidad,Localidad,Área geoestadística básica ,Manzana,Número de teléfono,Correo electrónico,Sitio en Internet,Tipo de establecimiento,Latitud,Longitud,Fecha de incorporación al DENUE
2977705,19046812110012781000000000U8,ESTETICA MAGALY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,VIETNAM,CALLE,BORNEO,CALLE,CALCUTA,CALLE,SINGAPUR,111,,,,,,COLONIA,FUTURO NOGALAR,,,,66484,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0324,019,,,,Fijo,25.71697091,-100.2806392,2014-12
2935016,19046812110002131000000000U8,ESTETICA MAGDA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,MANUEL L. BARRAGAN,CALLE,GUILLERMO VALENCIA,CALLE,FRAY BARTOLOME DE LAS CASAS,CALLE,RAMÓN DE CAMPOAMOR,1376,C,,,,,COLONIA,ANAHUAC,,,,66450,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0184,032,8183565012,,,Fijo,25.74115596,-100.3125483,2010-07
3004741,19046812110013331000000000U1,ESTETÍCA MAGIROUGE,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,AVENIDA DE LA AURORA,AVENIDA,SENDERO NORTE,CALLE,CALLE DEL ZOCALO,CALLE,CALLE DEL ADOQUÍN,1046,,,,,,COLONIA,EL MIRADOR DE SAN NICOLAS (FOMERREY 129),,,,66422,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,177A,002,8117205308,,,Fijo,25.76207131,-100.321834,2010-07
3029359,19046812110003501000000000U1,ESTETICA MALLE SAREY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,ZARAGOZA,CALLE,HAMBURGO,CALLE,ASIS,AVENIDA,LOS PINOS,1024,,,,,,COLONIA,INFONAVIT LOS ANGELES 3ER SECTOR,,,,66478,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1110,043,8116618427,,,Fijo,25.72994827,-100.2195773,2010-07
8499075,19046812110016411000000000U8,ESTETICA MARGARITA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,CRISTAL DE ROCA,CALLE,PLATINO,CALLE,GRAFITO,CALLE,PRIMERA AVENIDA,309,,,,,,COLONIA,VALLE DEL MEZQUITAL,,,,66445,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1002,011,8121608964,,,Fijo,25.74136664,-100.2427556,2019-11
8754424,19046812110015841000000000U7,ESTETICA MARIA BONITA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,ROBERTO GARZA SADA,CALLE,DIPUTADO MANUEL CEPEDA M.,CALLE,DIPUTADO F. R. VILLARREAL,CALLE,DIPUTADO RAFAEL ESPELETA,509,A,,,,,COLONIA,CONSTITUYENTES DE QUERETARO 2 SECTOR,,,,66490,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1252,007,,,,Fijo,25.71455216,-100.2628171,2019-11
2975896,19046812110013981000000000U3,ESTETICA MARICELA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,HUIZACHE,CALLE,ENRIQUE RECIO,CALLE,NARANJOS,CALLE,ROBLE,1012,,,,,,FRACCIONAMIENTO,LOS NARANJOS 3 SECTOR,,,,66448,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1534,028,,,,Fijo,25.74536663,-100.2485783,2014-12
2975466,19046812110010731000000000U5,ESTETICA MARLEN,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,OAXACA,AVENIDA,VICENTE GUERRERO,CALLE,GUADALUPE VICTORIA,CALLE,PLAZA DE IZÚCAR,,SN,,,,,COLONIA,VICENTE GUERRERO,,,,66437,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0926,021,,,,Fijo,25.75584822,-100.2516538,2014-12
2937193,19046812110004341000000000U1,ESTETÍCA MARTHA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,CHICHEN ITZA,AVENIDA,BALCONES DE ANAHUAC,CALLE,MAURO AMARANTE URIBE,CALLE,TEOTIHUACAN,635,,,,,,COLONIA,BALCONES DE ANAHUAC,,,,66422,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0413,005,8183070068,,,Fijo,25.76359356,-100.3170343,2010-07
3028520,19046812110002661000000000U4,ESTETICA MARTHA ELENA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,IGNACIO DE LOYOLA,CALLE,SAN CRISTOBAL,CALLE,SAN TIMOTEO,CALLE,SAN VALENTÍN,1701,A,,,,,COLONIA,VILLAS DE SAN CRISTOBAL,,,,66478,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1591,020,8124560294,,,Fijo,25.73354911,-100.2120567,2010-07
8498670,19046812110016351000000000U6,ESTETICA MARTHA ELENA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,CASA BLANCA,CALLE,ORION,PRIVADA,CALLE 2,OTRO (ESPECIFIQUE),NINGUNO,1001,,,,,,COLONIA,ARBOLEDAS DE SAN CRISTOBAL,,,,66478,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1591,002,,,,Fijo,25.73473969,-100.2143028,2019-11
3038192,19046812110008981000000000U0,ESTETICA MARVAL,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,ARROYO,CALLE,CORONEL JOSE MARIA SEGURA,CALLE,LICENCIADO RAMON GARCES,CALLE,NOGAL,506,,,,,,COLONIA,LOS NOGALES,,,,66430,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,152A,048,8183823102,,,Fijo,25.74650929,-100.2551313,2010-07
3035746,19046812110009341000000000U6,ESTETICA MARY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,MARIA CAMARA VELEZ,CALLE,CHIHUAHUA,CALLE,FRANCISCO VILLA,CALLE,BELISARIO DOMÍNGUEZ,,SN,,,,,COLONIA,FLORIDOS BOSQUES DEL NOGALAR (FOMERREY 90),,,,66486,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1233,005,8180574199,,,Fijo,25.72387783,-100.2699386,2010-07
8684330,19046812110014281000000000U7,ESTETICA MARY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,LAGO DE SANTIAGUILLO,CALLE,LAGUNA SALADA,CALLE,TACUBA,PRIVADA,LAGO DE PÁTZCUARO,112,,,,,,COLONIA,TACUBA,,,,66470,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1159,026,8122018440,,,Fijo,25.72164422,-100.243922,2019-11
7541272,19046812110017981000000000U9,ESTETICA MAS AMOR,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,CORDILLERA DE LOS ANDES,CALLE,SAN ANDRES,CALLE,SANTO TOMAS,CALLE,SAN PEDRO,1265,,,,,,COLONIA,BALCONES DE SANTO DOMINGO,,,,66446,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1430,036,,,,Fijo,25.73744897,-100.2656403,2019-11
2975686,19046812110008681000000000U6,ESTETICA MAVIR,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,LEON XIII,AVENIDA,SANTO DOMINGO,CALLE,ANTIGUO CAMINO A SANTO DOMINGO,CALLE,CARDENAL MERCIER,119,,,,,,COLONIA,SANTA MARIA,,,,66430,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,138A,026,8183304145,,,Fijo,25.75449086,-100.2805152,2010-07
3026854,19046812110006871000000000U5,ESTETICA MAXI,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,CAMILO ARRIAGA,AVENIDA,ROBERTO ESPINOZA VAZQUEZ,CALLE,YUGOSLAVOS,CALLE,JESÚS FLORES MAGÓN,104,,,,0,,COLONIA,PEDREGAL DE SANTO DOMINGO,,,,66444,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1055,019,,,,Fijo,25.73365654,-100.2660044,2010-07
3026424,19046812110000291000000000U2,ESTETICA MAYRA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,CHIHUAHUA,CALLE,MARIA CAMARA VELEZ,CALLE,CUITLAHUAC,CALLE,NOCHEBUENA,309,,,,,,COLONIA,PASEO DEL NOGALAR,,,,66489,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,113A,029,,,,Fijo,25.72432464,-100.2695187,2010-07
3035688,19046812110004171000000000U2,ESTETICA MAYRA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,DIPUTADO AGUSTIN GARZA GONZALEZ,CALLE,VENUSTIANO CARRANZA,AVENIDA,CONDUCTORES,CALLE,DAVID PEÑA FLOR,601,B,,,0,,COLONIA,CONSTITUYENTES DE QUERETARO,,,,66490,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1604,009,8183349545,,,Fijo,25.71881874,-100.2526362,2010-07
8830170,19046812110016751000000000U7,ESTETICA MELISA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,SAN ANDRES,CALLE,SAN PATRICIO,AVENIDA,SANTO DOMINGO,AVENIDA,DIEGO DÍAZ DE BERLANGA,101,,,,,,COLONIA,VILLAS DE SANTO DOMINGO,,,,66437,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1303,005,,,,Fijo,25.75108892,-100.2575742,2019-11
8713400,19046812110015001000000000U8,ESTETICA MELODIE,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,JORGE GONZALEZ CAMARENA,CALLE,CERRO DEL LABRADOR,AVENIDA,ZACATECAS,CALLE,CEREZO ROSA,728,,,,,,COLONIA,RES ROBLE 6TO SECT,,,,66417,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1731,025,8184581894,,,Fijo,25.76114247,-100.2714168,2019-11
7679091,19046812110015501000000000U7,ESTETICA MELY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,BEGONIAS,CALLE,ENCINOS,AVENIDA,LOS ÁRBOLES,AVENIDA,LOS PINOS,303,,,,0,,COLONIA,INDUSTRIAS DEL VIDRIO ORIENTE,,,,66470,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1093,025,,,,Fijo,25.72757791,-100.2361832,2019-11
3025041,19046812110008501000000000U6,ESTETICA METAMORFOSIS,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,REPUBLICA MEXICANA,CALLE,ISAIAS ÁLVAREZ,CALLE,FRANCISCO FERNANDEZ TREVIÑO,CALLE,JESÚS SOLÍS,1115,A,,,,,COLONIA,LA NOGALERA 2DO SECTOR,,,,66417,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0447,036,,,,Fijo,25.76656447,-100.2727969,2010-07
9369716,19046812110021051000000000U5,ESTETICA MICHELE,ESTETICA MICHELE ,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,AZTECA,CALLE,OTOMI,CALLE,TORRES DE SANTO DOMINGO,CALLE,TORRES DE SANTO DOMINGO,702,,,,,,COLONIA,LOS MORALES SECTOR 2,,,,66440,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1017,034,8115997895,,,Fijo,25.73981109,-100.2507074,2021-05
3027023,19046812110009621000000000U1,ESTETICA MICHELLE,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,AZTECA,CALLE,OTOMI,CALLE,TORRES DE SANTO DOMINGO,CALLE,CHAMULA,702,,,,,,FRACCIONAMIENTO,LOS MORALES,,,,66440,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1017,034,,,,Fijo,25.73983503,-100.2507636,2010-07
3005412,19046812110008321000000000U9,ESTETICA MONA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,SAN MARCOS,AVENIDA,MAGUEYES,CALLE,SAN BLAS,CALLE,SAN JUAN,1526,A,,,0,,COLONIA,VILLAS DE SANTO DOMINGO,,,,66437,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1303,015,,,,Fijo,25.74944863,-100.2616033,2010-07
7350565,19046812110014401000000000U1,ESTETICA MONROE,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,FRAY BARTOLOME DE LAS CASAS,AVENIDA,UNIVERSIDAD,CALLE,PRIMERO DE ENERO,CALLE,18 DE DICIEMBRE,252,2,,,,,COLONIA,EL ROBLE,,,,66450,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0184,009,,,,Fijo,25.74614832,-100.3031519,2019-11
7541079,19046812110017681000000000U5,ESTETICA MOON NAILS Y LASHES,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,LAS PUENTES,CALLE,NEVADO DE COLIMA,CALLE,NEVADO DE TOLUCA,CALLE,NEVADO DE COLIMA,503,,,,,,COLONIA,LAS PUENTES TERCER SECTOR,,,,66460,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1322,024,8127480132,,,Fijo,25.74249389,-100.2823626,2019-11
2975533,19046812110010841000000000U2,ESTETICA MORENA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,SANTO DOMINGO,CALLE,ESTADO DE GUERRERO,CALLE,6,CALLE,PERICLES,1637,,MERCADO PUBLICO,PLANTA BAJA,,,COLONIA,VICENTE GUERRERO (FOMERREY 46),MERCADO PUBLICO,PLAZA MERCADO SANTO DOMINGO,1637,66437,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1515,030,,,,Fijo,25.75137399,-100.2577254,2014-12
7541246,19046812110017951000000000U2,ESTETICA MYFRID,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,ATENAS,CALLE,VICENTE RIVA PALACIO,CALLE,BUDAPEST,AVENIDA,MONTES BERNESES,1241,,,,0,,COLONIA,EL REFUGIO SEGUNDO SECTROR,,,,66430,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0860,022,,,,Fijo,25.75979347,-100.2633973,2019-11
8524604,19046812110018301000000000U9,ESTETICA NANCY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,R. VEGA SANCHEZ,CALLE,VENUSTIANO CARRANZA,AVENIDA,CONDUCTORES,CALLE,MATÍAS RODRÍGUEZ,628,A,,,,,COLONIA,CONSTITUYENTES DE QUERETARO,,,,66490,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0714,007,8110479855,,,Fijo,25.72162491,-100.2531815,2019-11
3006895,19046812110003331000000000U3,ESTETICA NANCY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,SIERRA DE SAN LAZARO,ANDADOR,NINGUNO,CALLE,POPOCATEPETL,CALLE,SIERRA DE LA PAILA,637,,,,0,,COLONIA,LAS PUENTES QUINTO SECTOR,,,,66460,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1322,016,80570579,,,Fijo,25.7442329,-100.2781621,2010-07
3030954,19046812110003881000000000U7,ESTETICA NATY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,BRASIL,AVENIDA,CASA BLANCA,CALLE,VENEZUELA,CALLE,VENEZUELA,1330,,,,,,COLONIA,JARDINES DE CASA BLANCA,,,,66475,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1568,020,8183200626,ESTILISTA@HOTMAIL.COM,,Fijo,25.73357432,-100.2367121,2010-07
3011478,19046812110008521000000000U4,ESTETICA NELLY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,4,CALLE,DECIMA AVENIDA,CALLE,NOVENA AVENIDA,CALLE,NOVENA AVENIDA,114,A,,,,,COLONIA,JARDINES DE ANAHUAC SECT 1,,,,66460,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1040,004,,,,Fijo,25.7369186,-100.2724512,2010-07
3025099,19046812110002921000000000U2,ESTETICA NELLY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,GREGORIO ZAMBRANO,AVENIDA,REPUBLICA MEXICANA,CALLE,PENSAMIENTO,CALLE,PEDRO MAÍZ,577,,,,0,,COLONIA,RESIDENCIAL LAS PUENTES 5TO SECTOR,,,,66414,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1731,018,81112299360,,,Fijo,25.76246953,-100.2741473,2010-07
3026453,19046812110005251000000000U1,ESTETICA NELLY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,MARGARITA,CALLE,GUSTAVO DIAZ ORDAZ,CALLE,SINALOA,CALLE,AZUCENA,106,,,,0,,COLONIA,PASEO DEL NOGALAR,,,,66480,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,120A,014,8183500287,,,Fijo,25.72541232,-100.2735639,2010-07
3025814,19046812110009441000000000U4,ESTETICA NENA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,AÑO INTERNACIONAL DE LA MUJER,CALLE,MARIA CARDENAS,CALLE,PROFESORA E. TORRES MARTINEZ,CALLE,MARÍA B. CERVANTES,,SN,,,,,COLONIA,MUJERES ILUSTRES F.4,,,,66410,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0841,037,8183021542,,,Fijo,25.76134163,-100.2629675,2014-12
3027421,19046812110004921000000000U0,ESTETICA NEREIDA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,FRANCO OLMEDO,CALLE,CRISTOBAL HIDALGO,CALLE,30 DE JULIO,CALLE,JOSÉ MARÍA CHICO,,SN,,,331,,COLONIA,VALLE DE SANTO DOMINGO,,,,66447,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1426,019,8180270470,,,Fijo,25.74341293,-100.2582368,2010-07
3027523,19046812110004981000000000U4,ESTETICA NEU ESTILO,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,ENRIQUE RECIO,CALLE,MAYA,CALLE,AZTECA,AVENIDA,LAS TORRES,100,A,,,,,FRACCIONAMIENTO,LOS MORALES,,,,66440,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0998,038,8115450359,,,Fijo,25.74063405,-100.25192,2010-07
3035453,19046812110004911000000000U1,ESTETICA NEW IMAGEN,ESTÉTICA NEW IMAGEN ,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,CUITLAHUAC,CALLE,TEXCOCO,CALLE,TENOCH,CALLE,TÍZOC,113,,,,,,COLONIA,AZTECA,,,,66480,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1144,025,,,,Fijo,25.71991688,-100.266243,2010-07
3028493,19046812110008741000000000U8,ESTETICA NEW LOOK,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,CASA BLANCA,CALLE,SAN DIONISIO,AVENIDA,FENIX,CALLE,SAN REMO,1321,,,,,,COLONIA,MISION DE SAN CRISTOBAL,,,,66477,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1591,005,,,,Fijo,25.73441717,-100.2167788,2010-07
3011693,19046812110012071000000000U4,ESTETICA NORA DAVILA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,CERRO DEL TOPO,CALLE,CERRO DEL POTOSI,AVENIDA,CRISTINA LARRALDE DE TREVIÑO,CALLE,SIERRA DE SANTA GERTRUDIS,100,A,,,,,COLONIA,LAS PUENTES SECT 2,,,,66460,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0201,025,,,,Fijo,25.74342142,-100.2923169,2010-07
3023877,19046812110009591000000000U6,ESTETICA NORMA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,SINALOA,CALLE,BERLIN,CALLE,CHIHUAHUA,CALLE,MADRID,702,,,,,,COLONIA,NICOLAS BRAVO,,,,66410,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0076,005,8183135607,,,Fijo,25.75417288,-100.2706817,2010-07
3007113,19046812110004101000000000U9,ESTETICA NORMA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,PICO BOLIVAR,AVENIDA,VESUBIO,CALLE,PICO COLORADO,CALLE,MONTES APALACHES,1010,A,,,,,COLONIA,LAS PUENTES SECTOR 10,,,,66460,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1021,031,8180577382,,,Fijo,25.74142272,-100.2707028,2010-07
3021098,19046812110006771000000000U7,ESTETICA NORMA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,ARTURO B. DE LA GARZA,CALLE,CUAUHTEMOC,CALLE,CUATRO MILPAS,CALLE,CUATRO MILPAS,411,,,,0,,COLONIA,SAN NICOLAS CENTRO,,,,66400,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0057,038,8183501022,,,Fijo,25.75915998,-100.2872022,2010-07
3035761,19046812110009121000000000U2,ESTETICA NORMA HURTADO,ESTÉTICA ,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,CUITLAHUAC,CALLE,TLALOC,CALLE,BOCHICA,CALLE,XICOTÉNCATL,221,,,,,SN,COLONIA,AZTECA,,,,66490,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1233,017,8183502470,NORMALICIA_HURTADO@HOTMAIL.COM,,Fijo,25.72292876,-100.267475,2010-07
3007066,19046812110008431000000000U6,ESTETICA NUEVA IMAGEN,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,POPOCATEPETL,CALLE,PICO DE LA MALINCHE,CALLE,COFRE DE PEROTE,CALLE,VOLCÁN DE TANCÍTARO,640,,,,,,COLONIA,JARDIN DE LAS PUENTES,,,,66460,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0979,033,8115160336,,,Fijo,25.74105827,-100.2781974,2010-07
2935192,19046812110009471000000000U1,ESTETICA ODE YU,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,TEXCOCO,CALLE,SALTILLO,CALLE,LINARES,CALLE,LAMPAZOS,520,,,,0,,COLONIA,CHAPULTEPEC,,,,66450,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1642,002,8127279897,,,Fijo,25.74406465,-100.2998575,2010-07
8713290,19046812110014901000000000U0,ESTETICA OMI,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,CERRO TULILLO,CALLE,CERRO DEL LABRADOR,AVENIDA,REPUBLICA MEXICANA,CALLE,CERRO DEL DIAMANTE,0,SN,,,0,,COLONIA,EL FUNDADOR,,,,66414,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0875,024,8131173714,,,Fijo,25.75856458,-100.2753386,2019-11
3025806,19046812110008541000000000U2,ESTETICA OPSSION,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,LICENCIADO GUSTAVO DIAZ ORDAZ,CALLE,ADOLFO RUIZ CORTINES,CALLE,LICENCIADO MIGUEL ALEMAN VALDEZ,CALLE,ELISA GARZA,300,,,,,,COLONIA,MEXICO LIND0,,,,66410,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0841,023,8114040295,,,Fijo,25.76393127,-100.2671997,2010-07
3006883,19046812110001531000000000U0,ESTETICA ORALIA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,SIERRA MILPILLAS,CALLE,SIERRA DE LOS ÁNGELES,CALLE,GENERAL FELIPE ÁNGELES,CALLE,MONTAÑAS ROCALLOSAS,602,,,,0,,COLONIA,FRANCISCO VILLA,,,,66460,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1322,005,,,,Fijo,25.7474983,-100.27853,2010-07
7334757,19046812110019031000000000U1,ESTETICA PAMELA CISNEROS,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,LUIS ECHEVERRIA ALVAREZ,CALLE,FRANCISCO VILLA,CALLE,UNIVERSIDAD DE JALISCO,CALLE,GUADALUPE VICTORIA,604,,,,,,COLONIA,RESIDENCIAL PERIFERICO 2 SECTOR,,,,66420,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0131,064,81366743,,,Fijo,25.74946855,-100.3087782,2019-11
8830174,19046812110016761000000000U6,ESTETICA PAOLA MICHELLECO,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,SANTO DOMINGO,CALLE,SAN ANDRES,CALLE,SAN BLAS,CALLE,SAN AGUSTÍN,0,SN,,,0,,COLONIA,VILLAS DE SANTO DOMINGO,,,,66437,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1303,002,8119154985,,,Fijo,25.75127538,-100.2579754,2019-11
3033242,19046812110004521000000000U8,ESTETICA PATY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,GENERAL BONIFACIO SALINAS LEAL,CALLE,3A,CALLE,SEPTIMA,CALLE,JABATOS,,SN,,,,,COLONIA,MIGUEL ALEMAN,,,,66470,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0786,017,8183274607,,,Fijo,25.71884947,-100.2282289,2010-07
8830472,19046812110016841000000000U6,ESTETICA PATY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,CASA DEL MOLINO,CALLE,CASA DE LAS MUÑECAS,CALLE,CASA DE LAS ABEJAS,CALLE,CASA DEL PARQUE,0,SN,,,0,,COLONIA,VALLE DE CASA BLANCA,,,,66478,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1341,006,,,,Fijo,25.73429761,-100.229592,2019-11
